"Tender Number";"Status";"Estimated Value";"Title";"Department";"Location";"Category";"Description";"Published Date"
"KFD/2023-24/OW/WORK_INDENT5700/CALL-2";"PUBLISHED";"794640";"Raising of Plantation at Sri Shiva Sai township behind Sri Vajapayee layout, sanganakallu road in 03 Km at Ballari Range During-2024-25 (Unit No-11)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Sri Shiva Sai township behind Sri Vajapayee layout, sanganakallu road in 03 Km at Ballari Range During-2024-25 (Unit No-11)";"2024-02-12 19:44:49"
"KFD/2023-24/OW/WORK_INDENT5711/CALL-2";"PUBLISHED";"991400";"Raising of Plantation at Sy.No.1 Jigenahalli village Near Marwa Mines Block-1, Tumbaraguddi RF in 25 ha of Sandur South Range during 2024-25 Unit No.45";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Sy.No.1 Jigenahalli village Near Marwa Mines Block-1, Tumbaraguddi RF in 25 ha of Sandur South Range during 2024-25 Unit No.45";"2024-02-12 19:44:26"
"KFD/2023-24/OW/WORK_INDENT5709/CALL-2";"PUBLISHED";"991400";"Raising of Plantation at Sy.No.204 Ankamanahal Village Near Naviluswamy Temple Road Block-4, Tumbaraguddi RF in 25 ha of Sandur South Range during 2024-25 Unit No.44";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Sy.No.204 Ankamanahal Village Near Naviluswamy Temple Road Block-4, Tumbaraguddi RF in 25 ha of Sandur South Range during 2024-25 Unit No.44";"2024-02-12 19:44:03"
"KFD/2023-24/OW/WORK_INDENT5708/CALL-2";"PUBLISHED";"991400";"Raising of Plantation at Sy.No.204 Ankamanahal Village Near Neergolla Block-3, Tumbaraguddi RF in 25 ha of Sandur South Range during 2024-25 Unit No.43";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Sy.No.204 Ankamanahal Village Near Neergolla Block-3, Tumbaraguddi RF in 25 ha of Sandur South Range during 2024-25 Unit No.43";"2024-02-12 19:43:41"
"KFD/2023-24/OF/WORK_INDENT5702/CALL-2";"PUBLISHED";"794640";"Raising of Plantation at Anathapura bypass (Anathapura road to Ibrahimpura cross) in 03 Km at Ballari Range During-2024-25 (Unit No-12)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Anathapura bypass (Anathapura road to Ibrahimpura cross) in 03 Km at Ballari Range During-2024-25 (Unit No-12)";"2024-02-12 19:43:13"
"KFD/2023-24/OW/WORK_INDENT5707/CALL-2";"PUBLISHED";"991400";"Raising of Plantation at Sy.No.204 Ankamanahal Village Near Neergolla Block-2, Tumbaraguddi RF of Sandur South Range during 2024-25 Unit No.42";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Sy.No.204 Ankamanahal Village Near Neergolla Block-2, Tumbaraguddi RF of Sandur South Range during 2024-25 Unit No.42";"2024-02-12 19:42:51"
"KFD/2023-24/OW/WORK_INDENT5706/CALL-2";"PUBLISHED";"991400";"Raising of Plantation at Sy.No.204 Ankamanahal Village Near Naviluswamy Temple Road Block-1, Tumbaraguddi RF of Sandur South Range during 2024-25 Unit No.41";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Sy.No.204 Ankamanahal Village Near Naviluswamy Temple Road Block-1, Tumbaraguddi RF in 25 ha of Sandur South Range during 2024-25 Unit No.41";"2024-02-12 19:42:29"
"KFD/2023-24/OW/WORK_INDENT5704/CALL-2";"PUBLISHED";"794640";"Raising of Plantation at Dowlathpura road in 3 kms of Sandur North Range during 2024-25 Unit No.40";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Dowlathpura road in 3 kms of Sandur North Range during 2024-25 Unit No.40";"2024-02-12 19:42:00"
"KFD/2023-24/OW/WORK_INDENT5705/CALL-2";"PUBLISHED";"794640";"Raising of Plantation at Belagal road to Bandihatti road Canal side in 03 Km at Ballari Range During-2024-25 (Unit No-13)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Belagal road to Bandihatti road Canal side in 03 Km at Ballari Range During-2024-25 (Unit No-13)";"2024-02-12 19:41:34"
"KFD/2023-24/OW/WORK_INDENT5697/CALL-2";"PUBLISHED";"794640";"Raising of Plantation at Talur to Joga road in 3 kms of Sandur North Range during 2024-25 Unit No.39";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Talur to Joga road in 3 kms of Sandur North Range during 2024-25 Unit No.39";"2024-02-12 19:41:12"
"KFD/2023-24/OW/WORK_INDENT5191/CALL-2";"PUBLISHED";"4000000";"Tender for Construction of Ground & First Floor Dy.RFO Quarters opposite to Market in Anekal Range of Bangalore Urban division during 2023-24";"Karnataka Forest Department";"KFD DCF Division Office Bengaluru Urban";"WORKS";"Tender for Construction of Ground & First Floor Dy.RFO Quarters opposite to Market in Anekal Range of Bangalore Urban division during 2023-24";"2024-02-12 19:41:09"
"KFD/2023-24/OW/WORK_INDENT5694/CALL-2";"PUBLISHED";"991400";"Raising of Plantation at Joga C Block near Kempanchi area Block -Ii in 25 ha of Sandur North Range during 2024-25 Unit No.38";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Joga C Block near Kempanchi area Block -Ii in 25 ha of Sandur North Range during 2024-25 Unit No.38";"2024-02-12 19:40:42"
"KFD/2023-24/OW/WORK_INDENT5710/CALL-2";"PUBLISHED";"794640";"Raising of Plantation at Kubera Nagar and Balaji Nagar layout in 03 Km at Ballari Range During-2024-25 (Unit No-14)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Kubera Nagar and Balaji Nagar layout in 03 Km at Ballari Range During-2024-25 (Unit No-14)";"2024-02-12 19:40:15"
"KFD/2023-24/OW/WORK_INDENT5691/CALL-2";"PUBLISHED";"991400";"Raising of Plantation at Joga C Block near Kempanchi area Block-I in 25 ha of Sandur North Range during 2024-25 Unit No.37";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Joga C Block near Kempanchi area Block-I in 25 ha of Sandur North Range during 2024-25 Unit No.37";"2024-02-12 19:39:45"
"KFD/2023-24/OW/WORK_INDENT5712/CALL-2";"PUBLISHED";"677985";"Raising of Plantation atKolagal Tree park Block-I in 03 Km at Ballari Range During-2024-25 (Unit No-15)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation atKolagal Tree park Block-I in 03 Km at Ballari Range During-2024-25 (Unit No-15)";"2024-02-12 19:39:23"
"KFD/2023-24/OW/WORK_INDENT5688/CALL-2";"PUBLISHED";"991400";"Raising of Plantation at North Eastern Block near Venkatagiri in 25 ha of Sandur North Range during 2024-25 Unit No.36";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at North Eastern Block near Venkatagiri in 25 ha of Sandur North Range during 2024-25 Unit No.36";"2024-02-12 19:39:03"
"KFD/2023-24/OW/WORK_INDENT5685/CALL-2";"PUBLISHED";"794600";"Raising of Plantation at Poultry farm to Sandur Hospet main raod in 3 Kms of Sandur North Range during 2024-25 - Unit No.35";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Poultry farm to Sandur Hospet main raod in 3 Kms of Sandur North Range during 2024-25 - Unit No.35";"2024-02-12 19:38:43"
"PWD/2023-24/BR/WORK_INDENT8147";"PUBLISHED";"5735046";"Construction Of Box Culvert At Rangampet Approach In Shorapur Town Shorapur Taluka Dist Yadgir (Under KKRDB Macro for the year 2023-24 (YAD2315141135)(SCP)) (Reserved for ST Category)";"Public Works Department";"PWD Division Office Yadagiri";"WORKS";"Construction Of Box Culvert At Rangampet Approach In Shorapur Town Shorapur Taluka Dist Yadgir (Under KKRDB Macro for the year 2023-24 (YAD2315141135)(SCP)) (Reserved for ST Category)";"2024-02-12 19:38:18"
"RWSSD/2023-24/WS/WORK_INDENT2468/CALL-5";"PUBLISHED";"3753621";"Providing FHTCS to 92 Households in Jaynthigrama Habitation of J.P.Nagara Village in Gudibande taluk of Chickballapur District by augmentation of SVS to J.P.Nagara Village in Gudibande taluk of Chickballapur District (55LPCD )";"Rural Drinking Water and Sanitation Department";"RWSSD Division Office Chickballapura";"WORKS";"Providing FHTCS to 92 Households in Jaynthigrama Habitation of J.P.Nagara Village in Gudibande taluk of Chickballapur District by augmentation of SVS to J.P.Nagara Village in Gudibande taluk of Chickballapur District (55LPCD )";"2024-02-12 19:36:29"
"PWD/2023-24/RD/WORK_INDENT8313";"PUBLISHED";"7800966";"Construction of road from Arakera (K) to Motnalli (MDR) from Km 0.00 to 1.50 in Yadgir Talaka, Yadgir District. (Under KKRDB Macro (Non Social) for the Year 2023-24)";"Public Works Department";"PWD Division Office Yadagiri";"WORKS";"Construction of road from Arakera (K) to Motnalli (MDR) from Km 0.00 to 1.50 in Yadgir Talaka, Yadgir District. (Under KKRDB Macro (Non Social) for the Year 2023-24)";"2024-02-12 19:36:19"
"KFD/2023-24/IW/WORK_INDENT5713/CALL-2";"PUBLISHED";"677985";"Raising of Plantation at Kolagal Tree park Block-II in 03 Km at Ballari Range During-2024-25 (Unit No-16)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Kolagal Tree park Block-II in 03 Km at Ballari Range During-2024-25 (Unit No-16)";"2024-02-12 19:35:11"
"KFD/2023-24/OW/WORK_INDENT5683/CALL-2";"PUBLISHED";"794640";"Raising of Plantation at Shivapura Pond to Poultry farm in 3 Kms of Sandur North Range during 2024-25 - Unit No.34";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Shivapura Pond to Poultry farm in 3 Kms of Sandur North Range during 2024-25 - Unit No.34";"2024-02-12 19:34:49"
"KFD/2023-24/OW/WORK_INDENT5680/CALL-2";"PUBLISHED";"991400";"Raising of Plantation at RM Block Forest near katanabayalu (Block-F) in 25 ha during 2024-25 - Unit No.33";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at RM Block Forest near katanabayalu (Block-F) in 25 ha during 2024-25 - Unit No.33";"2024-02-12 19:34:29"
"KFD/2023-24/OW/WORK_INDENT6989";"PUBLISHED";"762750";"Raising of Plantation 15 Ha 2024 rains (including Maintenance of PBS) at Adigona Fsy No. 28, 29, 30, 31, 32, 33, 34, 35 & 48 of Hosakambi Range during 2024-25 (CL- Mod-VI-AR)";"Karnataka Forest Department";"KFD ACF Territorial Sub Division Office Karwar";"WORKS";"Raising of Plantation 15 Ha 2024 rains (including Maintenance of PBS) at Adigona Fsy No. 28, 29, 30, 31, 32, 33, 34, 35 & 48 of Hosakambi Range during 2024-25 (CL- Mod-VI-AR)";"2024-02-12 19:34:02"
"KFD/2023-24/OW/WORK_INDENT5714/CALL-2";"PUBLISHED";"677985";"Raising of Plantation at District Stadium Premisesin 03 Km at Ballari Range Durig-2024-25 (Unit No-17)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at District Stadium Premisesin 03 Km at Ballari Range During-2024-25 (Unit No-17)";"2024-02-12 19:34:01"
"PWD/2023-24/RD/WORK_INDENT7967";"PUBLISHED";"25237555";"Improvement to road from Km 18.00 to Km 21.0 on Tumkur Sangam (MDR) Road in Wadigera Talaka, Yadgir District. (Under KKRDB Micro (Non Social) for the Year 2023-24).";"Public Works Department";"PWD Division Office Yadagiri";"WORKS";"Improvement to road from Km 18.00 to Km 21.0 on Tumkur Sangam (MDR) Road in Wadigera Talaka, Yadgir District. (Under KKRDB Micro (Non Social) for the Year 2023-24).";"2024-02-12 19:33:53"
"KFD/2023-24/OW/WORK_INDENT5678/CALL-2";"PUBLISHED";"991400";"Raising of Plantation at RM BLock Forest near Katanabayalu (Block-E) in 25 ha during 2024-25 - Unit No.32";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at RM Block Forest near Katanabayalu (Block-E) in 25 ha during 2024-25 - Unit No.32.";"2024-02-12 19:33:41"
"KFD/2023-24/OF/WORK_INDENT5741/CALL-2";"PUBLISHED";"991400";"Raising of Plantation at RM Block Forest Near Katanabayalu (Block-D) in 25 Ha,. at Ballari Range During-2024-25 (Unit No-31)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at RM Block Forest Near Katanabayalu (Block-D) in 25 Ha,. at Ballari Range During-2024-25 (Unit No-31)";"2024-02-12 19:33:20"
"KFD/2023-24/OW/WORK_INDENT6986";"PUBLISHED";"1525500";"Raising of Plantation 30 Ha 2024 rains (including Maintenance of PBS) at Kodlagadda Bl-XXIV-7 & 8 of Ramanguli Range during 2024-25 (CL- Mod-VI-AR)";"Karnataka Forest Department";"KFD ACF Territorial Sub Division Office Karwar";"WORKS";"Raising of Plantation 30 Ha 2024 rains (including Maintenance of PBS) at Kodlagadda Bl-XXIV-7 & 8 of Ramanguli Range during 2024-25 (CL- Mod-VI-AR)";"2024-02-12 19:33:15"
"KFD/2023-24/IW/WORK_INDENT5717/CALL-2";"PUBLISHED";"677985";"Raising of Plantation at Ballari city (Sri Krishnadevaraya University Campus) Block-I in 03 Km at Ballari Range During-2024-25 (Unit No-18)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Ballari city (Sri Krishnadevaraya University Campus) Block-I in 03 Km at Ballari Range During-2024-25 (Unit No-18)";"2024-02-12 19:32:51"
"DMA/2023-24/RD/WORK_INDENT14420";"PUBLISHED";"49499000";"IMPROVEMENT TO ROADS, DRAINS, STROM WATER DRAIN AND OTHER WORKS IN MANDYA CMC LIMITS UNDER AMRUT NAGAROTHANA PHASE IV PACKAGE 2";"Directorate of Municipal Administration";"DMA District Urban Development Cell Mandya";"WORKS";"IMPROVEMENT TO ROADS, DRAINS, STROM WATER DRAIN AND OTHER WORKS IN MANDYA CMC LIMITS UNDER AMRUT NAGAROTHANA PHASE IV PACKAGE 2";"2024-02-12 19:32:33"
"KFD/2023-24/OW/WORK_INDENT6983";"PUBLISHED";"1017000";"Raising of Plantation 20 Ha 2024 rains (including Maintenance of PBS) at Kodlagadda Bl-XXIV-9 of Ramanguli Range during 2024-25 (CL- Mod-VI-AR";"Karnataka Forest Department";"KFD ACF Territorial Sub Division Office Karwar";"WORKS";"Raising of Plantation 20 Ha 2024 rains (including Maintenance of PBS) at Kodlagadda Bl-XXIV-9 of Ramanguli Range during 2024-25 (CL- Mod-VI-AR";"2024-02-12 19:32:30"
"KFD/2023-24/PM/WORK_INDENT5739/CALL-2";"PUBLISHED";"991400";"Raising of Plantation at RM Block Forest Near Katanabayalu (Block-C) in 25 Ha,. at Ballari Range During-2024-25 (Unit No-30)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at RM Block Forest Near Katanabayalu (Block-C) in 25 Ha,. at Ballari Range During-2024-25 (Unit No-30)";"2024-02-12 19:32:29"
"KFD/2023-24/OW/WORK_INDENT5737/CALL-2";"PUBLISHED";"991400";"Raising of Plantation at RM Block Forest Near Katanabayalu (Block-B) in 25 Ha,. at Ballari Range During-2024-25 (Unit No-29)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at RM Block Forest Near Katanabayalu (Block-B) in 25 Ha,. at Ballari Range During-2024-25 (Unit No-29)";"2024-02-12 19:32:09"
"KFD/2023-24/OW/WORK_INDENT6980";"PUBLISHED";"1017000";"Raising of Plantation 20 Ha 2024 rains (including Maintenance of PBS) at Bidralli Bl-XXV-55 of Mastikatta Range during 2024-25 (CL- Mod-VI-AR)";"Karnataka Forest Department";"KFD ACF Territorial Sub Division Office Karwar";"WORKS";"Raising of Plantation 20 Ha 2024 rains (including Maintenance of PBS) at Bidralli Bl-XXV-55 of Mastikatta Range during 2024-25 (CL- Mod-VI-AR)";"2024-02-12 19:31:47"
"KFD/2023-24/OW/WORK_INDENT5734/CALL-2";"PUBLISHED";"991400";"Raising of Plantation at RM Block Forest Near Katanabayalu (Block-A) in 25 Ha,. at Ballari Range During-2024-25 (Unit No-28)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at RM Block Forest Near Katanabayalu (Block-A) in 25 Ha,. at Ballari Range During-2024-25 (Unit No-28)";"2024-02-12 19:31:44"
"KFD/2023-24/OW/WORK_INDENT5731/CALL-2";"PUBLISHED";"677985";"Raising of Plantation at APMC Yard Premises in 03 Km at Ballari Range During-2024-25 (Unit No-27)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at APMC Yard Premises in 03 Km at Ballari Range During-2024-25 (Unit No-27)";"2024-02-12 19:31:22"
"RDPR/2023-24/BD/WORK_INDENT4403";"PUBLISHED";"900000";"Construction of toilet for girls in GPU College Kadur in kadur Taluk of Chikkamagaluru District (GENERAL)";"Rural Development and Panchayat Raj Department";"RDPR Division Office Chickmagaluru";"WORKS";"Construction of toilet for girls in GPU College Kadur in kadur Taluk of Chikkamagaluru District (GENERAL)";"2024-02-12 19:31:18"
"KFD/2023-24/OW/WORK_INDENT6973";"PUBLISHED";"1017000";"Raising of Plantation 20 Ha 2024 rains (including Maintenance of PBS) at Nellurkanchinbail Fsy No. 26 & 30 of Ankola Range during 2024-25 (CL- Mod-VI-AR)";"Karnataka Forest Department";"KFD ACF Territorial Sub Division Office Karwar";"WORKS";"Raising of Plantation 20 Ha 2024 rains (including Maintenance of PBS) at Nellurkanchinbail Fsy No. 26 & 30 of Ankola Range during 2024-25 (CL- Mod-VI-AR)";"2024-02-12 19:31:07"
"KFD/2023-24/OW/WORK_INDENT5730/CALL-2";"PUBLISHED";"677985";"Raising of Plantation at Govt. Ashraya Houses, Near Bypass road Block-II in 03 Km at Ballari Range During-2024-25 (Unit No-26)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Govt. Ashraya Houses, Near Bypass road Block-II in 03 Km at Ballari Range During-2024-25 (Unit No-26)";"2024-02-12 19:30:59"
"DMA/2023-24/OW/WORK_INDENT14641";"PUBLISHED";"15965000";"Development and Construction of Roads,Drains, Storm water drains and other works in Nagamangala TMC Limits of Mandya District under Amruth Nagarothana(Municipality) Phase-4 Project. PACKAGE 2";"Directorate of Municipal Administration";"DMA District Urban Development Cell Mandya";"WORKS";"Development and Construction of Roads, Drains, Storm water drains and other works in Nagamangala TMC Limits of Mandya District under Amruth Nagarothana (Municipality) Phase-4 Project. PACKAGE 2";"2024-02-12 19:30:55"
"KFD/2023-24/OW/WORK_INDENT5729/CALL-2";"PUBLISHED";"677985";"Raising of Plantation at Govt. Ashraya Houses, Near Bypass road Block-I in 03 Km at Ballari Range During-2024-25 (Unit No-25)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Govt. Ashraya Houses, Near Bypass road Block-I in 03 Km at Ballari Range During-2024-25 (Unit No-25)";"2024-02-12 19:30:37"
"KFD/2023-24/OW/WORK_INDENT5719/CALL-2";"PUBLISHED";"677985";"Raising of Plantation at Ballari city (Sri Krishnadevaraya University Campus) Block-II in 03 Km at Ballari Range During-2024-25 (Unit No-19)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Raising of Plantation at Ballari city (Sri Krishnadevaraya University Campus) Block-II in 03 Km at Ballari Range During-2024-25 (Unit No-19)";"2024-02-12 19:30:16"
